,AGE,ATTRITION,BUSINESS_TRAVEL,DISTANCE_FROM_HOME,EDUCATION,EDUCATION_FIELD,ENVIRONMENT_SATISFACTION,GENDER,JOB_INVOLVEMENT,JOB_LEVEL,JOB_ROLE,JOB_SATISFACTION,MARITAL_STATUS,MONTHLY_INCOME,MONTHLY_RATE,NUM_COMPANIES_WORKED,OVER_TIME,PERCENT_SALARY_HIKE,PERFORMANCE_RATING,RELATIONSHIP_SATISFACTION,STOCK_OPTION_LEVEL,TOTAL_WORKING_YEARS,TRAINING_TIMES_LAST_YEAR,WORK_LIFE_BALANCE,YEARS_AT_COMPANY,YEARS_SINCE_LAST_PROMOTION,YEARS_WITH_CURR_MANAGER,DATE_BIRTH,REMOTE_WORK
1168,27,No,travel_rarely,4,3,life_sciences,2,0,4,2,manufacturing_director,2,,6142.0,5174,1,Yes,20,4.0,2,1,6.0,0,3.0,6,0,3,1996,no
1169,33,No,,2,3,medical,3,0,3,1,laboratory_technician,4,,2496.0,6670,4,No,11,3.0,4,0,7.0,3,3.0,1,0,0,1990,no
1170,36,No,,5,4,life_sciences,2,1,2,1,research_scientist,1,married,3419.0,13072,9,Yes,14,3.0,4,1,,3,4.0,1,0,0,1987,yes
1171,31,No,,1,4,medical,3,0,3,1,research_scientist,2,single,2501.0,18775,1,No,17,3.0,2,0,1.0,4,3.0,1,1,0,1992,yes
1172,22,No,travel_rarely,2,1,technical_degree,3,0,3,1,laboratory_technician,4,,2683.0,19299,0,,14,3.0,3,1,3.0,2,3.0,2,2,1,2001,yes
1173,27,No,,3,3,,3,0,2,1,research_scientist,3,divorced,2566.0,25326,1,,15,3.0,4,1,1.0,2,2.0,1,0,1,1996,yes
1174,33,No,travel_rarely,2,3,life_sciences,3,0,3,1,research_scientist,4,,2683.0,10515,0,No,14,3.0,1,0,4.0,2,,3,0,2,1990,yes
1175,36,No,travel_frequently,18,1,,2,1,3,1,laboratory_technician,4,single,2683.0,7703,1,,13,3.0,1,0,8.0,2,3.0,8,1,7,1987,yes
1176,37,No,,18,2,medical,18,1,2,1,research_scientist,1,,3920.0,18697,2,,14,,1,1,,2,2.0,3,0,2,1986,yes
1177,32,No,,7,3,,2,0,4,1,laboratory_technician,2,married,2683.0,26062,1,,20,4.0,3,0,5.0,3,1.0,5,0,3,1991,yes
1178,51,No,travel_rarely,35,3,medical,35,0,1,2,manufacturing_director,2,divorced,5304.0,16321,5,,18,3.0,4,1,,3,3.0,4,1,2,1972,yes
1179,49,No,,45,2,technical_degree,45,1,2,4,healthcare_representative,3,,13964.0,17810,7,Yes,12,3.0,4,0,,2,3.0,7,0,7,1974,yes
1180,35,No,,9,4,,3,0,2,2,healthcare_representative,2,single,6540.0,19394,9,,19,3.0,3,0,,5,3.0,1,0,0,1988,yes
1181,22,No,,11,3,medical,1,1,3,1,research_scientist,2,married,2244.0,24440,1,No,13,3.0,4,1,2.0,1,3.0,2,1,2,2001,no
1182,33,No,,1,5,,1,1,4,4,research_director,3,,16184.0,22578,4,No,19,3.0,3,1,10.0,2,3.0,6,0,5,1990,no
1183,31,Yes,,13,4,medical,2,0,3,2,sales_executive,1,divorced,4233.0,11512,2,No,17,3.0,3,0,,2,1.0,3,1,2,1992,no
1184,45,Yes,,26,4,,1,1,3,2,sales_executive,1,,5304.0,5630,2,,14,3.0,4,2,5.0,4,3.0,1,0,0,1978,yes
1185,53,No,,7,3,,3,0,4,4,research_director,3,married,14814.0,13514,3,No,19,3.0,3,0,32.0,3,3.0,5,1,3,1970,yes
1186,34,No,travel_rarely,8,2,,2,1,3,2,healthcare_representative,3,,5304.0,7360,3,No,11,3.0,4,0,10.0,2,3.0,5,4,3,1989,yes
1187,43,No,,14,2,life_sciences,2,0,3,4,research_director,1,,17159.0,5200,6,No,24,4.0,3,1,,3,3.0,4,1,0,1980,no
1188,28,No,travel_rarely,8,2,medical,2,0,2,1,human_resources,4,divorced,2683.0,23965,1,,13,3.0,4,1,6.0,6,3.0,5,0,4,1995,yes
1189,42,No,travel_frequently,2,1,,2,0,3,1,research_scientist,4,single,2683.0,9068,5,,14,3.0,4,0,8.0,2,3.0,2,2,2,1981,yes
1190,27,No,travel_rarely,4,3,,2,1,3,1,research_scientist,3,,2318.0,17808,1,,19,3.0,3,0,1.0,2,3.0,1,0,0,1996,yes
1191,40,No,,9,4,,4,0,3,1,research_scientist,2,,3617.0,25063,8,Yes,14,,4,1,3.0,2,,1,0,0,1983,yes
1192,37,Yes,,1,4,life_sciences,1,0,2,3,sales_executive,3,married,10007.0,14922,5,,11,3.0,3,0,,2,1.0,14,11,7,1986,yes
1193,29,No,travel_frequently,18,3,technical_degree,3,1,3,1,sales_representative,4,,2683.0,18203,1,No,15,3.0,2,1,3.0,5,3.0,3,0,2,1994,no
1194,38,No,,10,1,,3,0,3,1,research_scientist,3,married,2684.0,12127,0,,17,3.0,2,1,3.0,0,2.0,2,0,2,1985,no
1195,34,No,,46,4,,46,0,4,2,sales_executive,4,divorced,5304.0,12278,0,No,11,3.0,4,1,16.0,2,2.0,15,0,9,1989,yes
1196,34,No,travel_rarely,10,4,life_sciences,3,1,3,1,sales_representative,3,married,2683.0,18410,1,Yes,19,3.0,4,1,1.0,2,3.0,1,0,0,1989,no
1197,50,No,travel_rarely,12,4,medical,12,0,3,5,research_director,3,married,19237.0,12853,2,,11,3.0,4,1,29.0,2,2.0,8,7,7,1973,no
1198,26,Yes,,21,3,,1,0,3,1,laboratory_technician,3,,2377.0,19373,1,No,20,,3,1,1.0,0,2.0,1,0,0,1997,no
1199,28,No,travel_frequently,6,3,life_sciences,3,0,2,1,research_scientist,3,divorced,2683.0,22088,1,Yes,14,3.0,4,1,,2,3.0,3,0,2,1995,no
1200,28,Yes,,12,1,,3,1,3,1,laboratory_technician,4,married,2683.0,22955,1,,11,,4,0,,4,2.0,1,0,0,1995,yes
1201,40,No,,29,2,medical,29,1,2,2,research_scientist,4,married,4422.0,21203,3,Yes,13,3.0,4,1,16.0,3,1.0,1,0,0,1983,yes
1202,19,No,travel_rarely,47,2,,3,0,3,1,research_scientist,1,single,2552.0,7172,1,No,25,,3,0,1.0,4,3.0,1,0,0,2004,no
1203,20,No,travel_rarely,21,3,marketing,3,0,4,1,sales_representative,4,single,2678.0,5050,1,,17,3.0,4,0,2.0,2,3.0,2,2,2,2003,yes
1204,40,No,,10,3,,2,1,2,2,sales_executive,2,divorced,5304.0,11591,7,No,12,3.0,2,1,7.0,2,4.0,5,1,3,1983,no
1205,19,Yes,,10,3,,1,1,2,1,research_scientist,2,,2683.0,6148,1,,25,4.0,2,0,,2,4.0,1,0,0,2004,yes
1206,59,No,,3,3,,3,1,2,2,sales_executive,4,single,5171.0,16490,5,No,17,3.0,4,0,13.0,2,3.0,6,0,5,1964,no
1207,30,No,travel_rarely,17,4,medical,2,1,3,3,manager,1,,11916.0,25927,1,Yes,23,4.0,4,2,,2,3.0,9,0,8,1993,no
1208,45,No,travel_rarely,29,3,,2,0,3,3,manufacturing_director,4,married,9380.0,14720,4,Yes,18,,4,2,,4,4.0,3,1,2,1978,yes
1209,40,No,travel_rarely,2,3,,3,0,3,1,research_scientist,3,,2683.0,8045,2,No,14,3.0,3,1,,3,4.0,3,1,2,1983,no
1210,30,No,,42,1,life_sciences,4,0,3,2,sales_executive,3,,5304.0,2939,8,,15,,3,2,4.0,2,2.0,2,2,2,1993,no
1211,24,No,,24,2,technical_degree,3,0,2,1,laboratory_technician,1,,2683.0,10036,0,,14,,2,3,,3,3.0,1,0,0,1999,no
1212,32,No,,5,2,life_sciences,4,1,2,2,research_scientist,2,married,5878.0,15624,3,No,12,3.0,1,1,12.0,2,3.0,7,2,5,1991,yes
1213,28,Yes,travel_rarely,24,3,medical,3,0,3,1,laboratory_technician,2,married,2683.0,7324,1,,17,3.0,3,3,,3,3.0,1,0,0,1995,no
1214,49,No,,11,4,,4,1,3,2,sales_executive,4,single,5304.0,8191,3,,12,3.0,3,0,8.0,1,4.0,5,0,4,1974,yes
1215,38,No,travel_frequently,2,2,medical,3,1,2,1,laboratory_technician,2,married,2468.0,15963,4,,14,3.0,2,1,9.0,4,2.0,6,0,5,1985,no
1216,46,No,travel_rarely,2,4,,3,0,3,5,research_director,4,,19132.0,14218,7,,17,3.0,3,1,24.0,3,3.0,2,2,2,1977,yes
1217,34,Yes,travel_frequently,9,4,life_sciences,4,0,3,2,laboratory_technician,1,,5304.0,6208,4,,17,3.0,3,1,,3,2.0,7,0,7,1989,no
1218,39,No,,20,3,life_sciences,3,0,3,2,sales_executive,4,,4127.0,19188,2,,18,3.0,4,1,7.0,6,3.0,2,2,2,1984,no
1219,26,Yes,travel_rarely,20,2,,4,1,3,1,human_resources,2,married,2148.0,6889,0,Yes,11,3.0,3,0,6.0,3,3.0,5,1,4,1997,yes
1220,54,No,travel_rarely,7,4,medical,4,1,3,2,research_scientist,4,married,5304.0,15696,4,No,15,3.0,2,1,14.0,2,2.0,7,1,7,1969,no
1221,36,No,travel_frequently,2,1,,2,0,2,2,human_resources,4,,3886.0,4223,1,No,21,4.0,4,0,10.0,2,2.0,10,0,8,1987,yes
1222,32,Yes,travel_frequently,5,2,,1,1,4,1,research_scientist,3,,2683.0,15318,3,Yes,14,3.0,1,0,8.0,2,3.0,4,0,3,1991,no
1223,32,No,,15,4,,3,1,3,2,healthcare_representative,4,,6667.0,16542,5,No,18,3.0,2,1,9.0,6,3.0,5,1,2,1991,yes
1224,28,Yes,,17,3,,3,0,2,1,laboratory_technician,4,,2683.0,18779,5,No,12,3.0,1,1,,2,2.0,4,0,3,1995,yes
1225,33,No,,1,2,medical,2,0,2,1,laboratory_technician,3,divorced,2683.0,20439,1,,12,3.0,3,3,,2,2.0,1,0,0,1990,no
1226,37,Yes,travel_rarely,2,2,,4,0,2,1,laboratory_technician,3,single,2090.0,2396,6,Yes,15,3.0,2,0,7.0,3,3.0,0,0,0,1986,yes
1227,59,No,travel_rarely,3,3,medical,3,1,4,1,laboratory_technician,1,,2683.0,9964,4,,20,,1,3,12.0,3,2.0,1,0,0,1964,yes
1228,30,No,travel_rarely,24,1,life_sciences,4,0,3,1,laboratory_technician,3,divorced,2683.0,13335,1,,22,4.0,2,1,1.0,2,3.0,1,0,0,1993,yes
1229,22,No,,16,2,,4,0,4,1,laboratory_technician,4,,2683.0,7324,1,Yes,13,3.0,2,2,,2,2.0,1,0,0,2001,no
1230,21,No,travel_rarely,15,2,,3,0,3,1,research_scientist,4,single,2683.0,19281,1,No,14,3.0,4,0,0.0,6,3.0,0,0,0,2002,yes
1231,30,No,travel_rarely,9,2,medical,4,0,2,1,laboratory_technician,3,,2683.0,16117,1,,13,3.0,1,0,10.0,5,3.0,10,1,8,1993,no
1232,39,Yes,travel_rarely,18,3,technical_degree,18,0,3,2,sales_representative,4,married,2086.0,3335,3,No,14,3.0,3,1,19.0,6,4.0,1,0,0,1984,yes
1233,24,Yes,travel_rarely,1,3,,2,0,3,1,research_scientist,4,,2683.0,3020,2,Yes,16,3.0,1,1,6.0,2,,2,2,0,1999,no
1234,35,No,,4,2,other,3,0,3,1,laboratory_technician,4,divorced,1951.0,10910,1,,12,3.0,3,1,1.0,3,3.0,1,0,0,1988,yes
1235,27,No,,2,4,life_sciences,4,1,3,1,laboratory_technician,1,divorced,2683.0,19715,1,,13,3.0,4,1,,6,3.0,1,0,0,1996,no
1236,26,Yes,,25,3,life_sciences,1,0,1,1,laboratory_technician,3,single,2683.0,10558,1,,12,3.0,3,0,1.0,2,2.0,1,0,1,1997,no
1237,37,No,,24,2,life_sciences,2,0,3,1,research_scientist,2,married,3022.0,10227,4,No,21,4.0,1,0,8.0,1,3.0,1,0,0,1986,no
1238,35,No,,46,1,,46,0,4,1,laboratory_technician,4,,2683.0,4892,1,No,19,,4,0,1.0,2,3.0,1,0,1,1988,yes
1239,48,Yes,,1,2,,1,0,2,3,laboratory_technician,3,,10007.0,19294,9,,13,3.0,4,0,,2,3.0,1,0,0,1975,no
1240,35,No,non-travel,11,2,medical,3,0,2,3,healthcare_representative,1,married,10007.0,8302,2,Yes,13,3.0,3,1,10.0,3,3.0,4,2,3,1988,yes
1241,55,No,travel_rarely,8,3,,4,1,3,4,manager,3,divorced,15341.0,19730,2,Yes,14,3.0,3,3,21.0,2,3.0,5,0,2,1968,yes
1242,45,No,,7,3,life_sciences,2,0,3,3,research_scientist,1,,9724.0,18787,2,No,17,3.0,3,1,,2,3.0,1,0,0,1978,yes
1243,36,Yes,,9,3,medical,4,0,2,1,research_scientist,3,,3388.0,21777,0,,17,3.0,1,1,,0,2.0,1,0,0,1987,yes
1244,36,No,travel_rarely,6,3,life_sciences,2,1,4,1,laboratory_technician,4,,3038.0,22002,3,No,12,3.0,2,0,,3,3.0,1,0,0,1987,yes
1245,45,No,travel_rarely,6,4,other,4,0,3,3,research_director,1,,10007.0,15067,4,Yes,14,3.0,2,0,,3,4.0,0,0,0,1978,no
1246,55,No,,1,2,,1,0,3,3,sales_executive,4,married,10007.0,18092,3,,14,3.0,4,1,,4,3.0,1,1,0,1968,yes
1247,23,No,,2,1,technical_degree,3,0,3,1,sales_representative,1,divorced,2322.0,9518,3,No,13,3.0,3,1,,3,3.0,0,0,0,2000,no
1248,32,No,travel_rarely,1,1,life_sciences,4,0,3,1,research_scientist,1,single,2683.0,15178,1,No,13,3.0,4,0,,2,3.0,1,0,0,1991,yes
1249,20,Yes,,6,3,life_sciences,4,1,2,1,laboratory_technician,4,single,2926.0,19783,1,Yes,18,,2,0,,5,3.0,1,1,0,2003,no
1250,37,No,,2,2,life_sciences,3,0,2,2,healthcare_representative,4,divorced,5304.0,15850,5,No,14,3.0,4,1,17.0,2,4.0,1,0,0,1986,no
1251,22,No,,15,3,,2,1,3,1,laboratory_technician,4,single,2683.0,23785,1,No,15,3.0,3,0,,5,3.0,0,0,0,2001,no
1252,34,No,,24,4,life_sciences,24,1,2,2,research_scientist,2,,4505.0,15000,6,,15,3.0,3,1,,3,3.0,1,0,0,1989,yes
1253,36,No,,3,2,life_sciences,1,1,3,1,laboratory_technician,4,divorced,2835.0,2561,5,,22,4.0,1,1,,2,3.0,1,0,0,1987,no
1254,19,Yes,travel_rarely,22,1,marketing,4,0,3,1,sales_representative,3,single,2683.0,26820,1,Yes,19,3.0,4,0,0.0,2,2.0,0,0,0,2004,yes
1255,41,No,,9,4,life_sciences,3,0,3,1,laboratory_technician,1,,2683.0,6961,2,,21,4.0,4,1,7.0,2,3.0,5,1,4,1982,yes
1256,19,No,,18,1,,2,1,3,1,laboratory_technician,2,single,2683.0,16102,1,No,14,,4,0,1.0,3,3.0,1,0,0,2004,no
1257,51,No,,7,4,,2,0,2,2,manufacturing_director,3,married,5304.0,13983,2,No,17,3.0,3,0,10.0,2,3.0,1,0,0,1972,yes
1258,58,No,,9,3,,2,1,2,1,research_scientist,2,married,2683.0,11873,4,Yes,20,4.0,2,1,9.0,3,2.0,1,0,0,1965,no
1259,19,Yes,travel_frequently,1,1,,3,1,1,1,sales_representative,1,,2683.0,20989,0,No,21,4.0,1,0,1.0,5,,0,0,0,2004,yes
1260,19,Yes,travel_rarely,2,3,life_sciences,2,0,2,1,laboratory_technician,4,single,2683.0,9241,1,,22,4.0,3,0,1.0,3,2.0,1,1,0,2004,yes
1261,35,Yes,travel_rarely,23,2,,2,0,2,2,manufacturing_director,3,,5304.0,15497,3,Yes,13,3.0,1,0,8.0,1,3.0,1,0,1,1988,yes
1262,38,No,travel_rarely,38,4,,4,0,3,2,manufacturing_director,3,,6553.0,7259,9,,14,3.0,2,0,14.0,3,3.0,1,0,0,1985,no
1263,38,Yes,,29,1,medical,2,0,3,2,healthcare_representative,1,married,6673.0,11354,7,Yes,19,,2,0,17.0,2,3.0,1,0,0,1985,no
1264,41,No,,6,3,life_sciences,4,1,3,3,manager,4,single,13591.0,14674,3,Yes,18,3.0,3,0,,3,3.0,1,0,0,1982,no
1265,59,No,travel_rarely,3,3,life_sciences,3,0,2,1,research_scientist,4,married,2177.0,8456,3,,17,3.0,1,1,7.0,6,3.0,1,0,0,1964,yes
1266,50,No,travel_rarely,1,4,medical,4,1,3,5,manager,4,divorced,19517.0,24118,3,No,11,3.0,3,1,,3,2.0,7,0,6,1973,no
1267,41,No,travel_rarely,19,2,life_sciences,3,0,3,2,research_scientist,1,divorced,5304.0,19877,2,,16,3.0,1,2,17.0,2,2.0,1,0,0,1982,yes
1268,45,No,,1,3,,3,0,4,5,manager,4,,19202.0,15970,0,,11,3.0,3,1,25.0,2,3.0,24,1,7,1978,no
1269,37,Yes,,10,3,medical,1,0,3,3,manufacturing_director,3,,10048.0,22573,6,No,11,,2,2,17.0,5,3.0,1,0,0,1986,yes
1270,51,No,,38,3,,3,0,3,1,research_scientist,4,married,2723.0,23231,1,No,11,3.0,2,0,1.0,0,2.0,1,0,0,1972,yes
1271,28,Yes,travel_rarely,2,4,life_sciences,1,0,3,1,laboratory_technician,3,single,2683.0,14935,2,,11,3.0,3,0,5.0,5,1.0,0,0,0,1995,no
1272,29,No,travel_rarely,2,3,medical,1,0,2,2,sales_executive,2,married,6644.0,3687,2,No,19,3.0,2,2,10.0,2,,0,0,0,1994,yes
1273,31,No,travel_rarely,23,3,medical,2,0,2,2,healthcare_representative,4,,5304.0,14408,0,No,21,,2,1,10.0,2,3.0,9,7,8,1992,yes
1274,38,No,travel_rarely,7,2,medical,1,1,4,2,sales_executive,1,,5605.0,19191,1,Yes,24,4.0,3,1,8.0,3,3.0,8,7,7,1985,no
1275,44,Yes,travel_frequently,12,3,life_sciences,12,0,3,1,laboratory_technician,3,,3161.0,19920,3,Yes,22,4.0,4,1,19.0,0,1.0,1,0,0,1979,yes
1276,36,No,,3,3,technical_degree,3,0,3,2,research_scientist,2,single,5304.0,26285,4,,12,3.0,4,0,10.0,2,3.0,8,7,7,1987,yes
1277,18,Yes,,3,3,,3,0,3,1,laboratory_technician,3,single,1420.0,25233,1,No,13,3.0,3,0,0.0,2,3.0,0,0,0,2005,yes
1278,36,No,,18,4,life_sciences,3,0,4,1,laboratory_technician,4,married,2683.0,7122,4,No,18,3.0,4,2,4.0,2,3.0,1,0,0,1987,yes
1279,18,No,,10,3,,4,1,2,1,sales_representative,3,,1200.0,9724,1,No,12,3.0,1,0,0.0,2,3.0,0,0,0,2005,no
1280,39,Yes,travel_rarely,3,2,,4,1,3,2,sales_executive,3,married,5238.0,17778,4,Yes,18,3.0,1,0,12.0,3,2.0,1,0,0,1984,yes
1281,43,No,travel_rarely,15,3,,15,1,3,3,healthcare_representative,1,married,9985.0,9262,8,No,16,3.0,1,1,,1,2.0,1,0,0,1980,yes
1282,47,No,travel_frequently,4,1,medical,2,0,3,2,sales_representative,3,,5304.0,25751,3,No,19,3.0,1,0,5.0,3,3.0,0,0,0,1976,no
1283,42,No,travel_rarely,23,5,,1,1,3,4,research_director,4,single,15992.0,15901,2,No,14,3.0,2,0,16.0,2,3.0,1,0,0,1981,no
1284,32,No,,2,3,,3,1,3,1,laboratory_technician,2,married,2370.0,3956,1,No,13,,3,1,8.0,4,3.0,8,0,7,1991,yes
1285,48,No,travel_rarely,29,1,medical,1,1,3,3,manager,3,married,10007.0,23978,3,,21,4.0,2,1,15.0,3,1.0,0,0,0,1975,yes
1286,42,No,travel_rarely,2,4,,1,0,2,2,healthcare_representative,4,,6781.0,17078,3,,23,4.0,2,0,,6,3.0,1,0,0,1981,no
1287,36,No,non-travel,1,5,medical,4,1,3,2,sales_executive,4,,6653.0,15276,4,,15,,2,0,,6,3.0,1,0,0,1987,yes
1288,33,Yes,travel_rarely,5,3,marketing,4,1,3,1,sales_representative,3,single,2851.0,9150,1,,13,,2,0,1.0,2,3.0,1,0,0,1990,no
1289,46,No,,7,4,medical,3,1,3,2,manufacturing_director,3,married,5258.0,16044,2,,14,3.0,3,0,7.0,2,4.0,1,0,0,1977,yes
1290,21,Yes,travel_rarely,12,3,life_sciences,3,1,4,1,sales_representative,2,single,2683.0,25422,1,,15,3.0,4,0,1.0,0,3.0,1,0,0,2002,no
1291,30,No,,2,1,technical_degree,3,0,3,1,sales_representative,2,,2476.0,17434,1,,18,3.0,1,1,,3,3.0,1,0,0,1993,yes
1292,30,Yes,travel_frequently,4,3,,3,0,3,1,research_scientist,4,single,2285.0,3427,9,Yes,23,4.0,3,0,3.0,4,3.0,1,0,0,1993,no
1293,32,No,travel_rarely,10,4,,3,0,3,2,manufacturing_director,2,single,4197.0,21123,2,,12,3.0,4,0,18.0,2,2.0,1,0,1,1986,yes
1294,40,No,travel_rarely,2,3,,2,1,2,2,laboratory_technician,3,married,3448.0,13436,6,No,22,4.0,2,1,,3,3.0,1,0,0,1983,yes
1295,28,No,travel_rarely,17,2,,3,0,3,2,laboratory_technician,1,,4558.0,13535,1,,12,3.0,4,1,10.0,2,,10,1,8,1995,no
1296,38,No,travel_frequently,2,2,,4,0,3,1,laboratory_technician,4,married,1702.0,12106,1,Yes,23,4.0,3,1,,3,3.0,1,0,0,1985,no
1297,19,Yes,,2,2,technical_degree,1,0,2,1,human_resources,4,single,2564.0,18437,1,No,12,3.0,3,0,1.0,3,4.0,1,0,0,2004,yes
1298,57,No,travel_rarely,29,3,,1,0,2,4,manager,4,divorced,15341.0,22102,3,No,12,3.0,3,1,,3,2.0,1,0,0,1966,yes
1299,47,No,travel_rarely,2,2,medical,1,1,3,2,manufacturing_director,4,,5070.0,7389,5,,13,,3,3,20.0,2,3.0,5,0,4,1976,yes
1300,54,No,travel_rarely,8,4,life_sciences,3,1,3,2,laboratory_technician,3,single,3780.0,23428,7,,11,3.0,3,0,,3,3.0,1,0,0,1969,no
1301,31,Yes,travel_frequently,42,3,,42,0,3,3,healthcare_representative,3,,9824.0,22908,3,No,12,3.0,1,0,12.0,2,3.0,1,0,0,1992,yes
1302,18,Yes,travel_frequently,5,3,marketing,2,0,3,1,sales_representative,2,,1878.0,8059,1,Yes,14,3.0,4,0,,3,3.0,0,0,0,2005,no
1303,40,No,,28,3,other,3,0,1,3,sales_executive,1,,10007.0,11373,3,No,15,3.0,3,1,20.0,2,3.0,1,0,1,1983,yes
1304,26,No,,29,2,,1,0,3,2,sales_executive,3,,5304.0,4267,5,,12,3.0,1,2,8.0,5,3.0,0,0,0,1997,yes
1305,26,Yes,travel_rarely,24,3,,3,0,1,1,laboratory_technician,4,single,2340.0,23213,1,Yes,18,3.0,2,0,1.0,3,1.0,1,0,0,1997,yes
1306,38,No,,10,3,,3,1,3,2,healthcare_representative,3,,5304.0,22174,3,No,19,3.0,3,1,18.0,4,,1,0,0,1985,yes
1307,24,No,,17,2,other,4,0,2,1,laboratory_technician,2,married,2127.0,9100,1,No,21,4.0,4,1,1.0,2,3.0,1,0,0,1999,yes
1308,30,Yes,travel_frequently,12,4,,2,0,2,1,sales_representative,1,married,2033.0,14470,1,No,18,3.0,3,1,1.0,2,4.0,1,0,0,1993,yes
1309,37,No,travel_rarely,2,3,marketing,4,0,3,2,sales_executive,3,married,9602.0,3010,4,,11,3.0,3,1,,3,2.0,3,1,0,1986,no
1310,20,No,travel_rarely,1,3,life_sciences,4,1,2,1,research_scientist,2,,2683.0,11757,1,No,13,,4,0,1.0,0,4.0,1,0,0,2003,yes
1311,43,No,,14,4,other,2,0,2,4,research_director,4,divorced,16627.0,2671,4,,14,3.0,3,1,21.0,3,,1,0,0,1980,no
1312,38,No,,27,1,life_sciences,3,1,3,1,research_scientist,1,,2683.0,14561,3,No,17,3.0,4,0,8.0,3,2.0,0,0,0,1985,yes
1313,33,No,,8,4,marketing,3,0,3,2,sales_executive,3,divorced,5304.0,20431,0,,12,3.0,4,0,6.0,3,3.0,5,1,2,1990,no
1314,30,No,,3,3,,3,1,3,1,research_scientist,3,,2083.0,22653,1,No,20,4.0,3,1,1.0,2,,1,0,0,1993,no
1315,29,No,,44,2,medical,2,1,3,2,sales_executive,3,,5304.0,3487,1,No,14,3.0,1,1,,5,2.0,6,1,2,1994,no
1316,20,Yes,,10,1,medical,4,0,3,1,research_scientist,3,single,1009.0,26999,1,,11,3.0,4,0,,5,3.0,1,1,1,2003,yes
1317,35,No,non-travel,20,3,,20,0,2,1,laboratory_technician,3,married,2683.0,16900,1,No,18,3.0,3,2,1.0,3,3.0,1,0,0,1988,no
1318,37,No,,10,2,life_sciences,4,0,4,1,research_scientist,4,single,2683.0,15232,3,No,17,3.0,1,0,,2,,1,0,0,1986,yes
1319,38,No,,1,3,,3,1,3,3,manufacturing_director,3,single,7861.0,15397,4,Yes,14,,4,0,10.0,4,,1,0,0,1985,yes
1320,29,No,,10,3,,3,0,3,1,sales_representative,3,single,2642.0,2755,1,No,11,3.0,3,0,1.0,6,,1,0,0,1994,no
1321,35,No,,2,4,,4,1,3,2,healthcare_representative,1,divorced,5304.0,4761,2,No,11,3.0,1,1,16.0,2,4.0,1,0,0,1988,yes
1322,38,No,travel_rarely,2,5,medical,4,0,3,1,research_scientist,3,married,2683.0,20471,6,Yes,13,3.0,2,1,,0,1.0,1,0,1,1985,yes
1323,34,No,travel_rarely,8,5,life_sciences,2,1,3,2,manufacturing_director,1,,5121.0,4187,3,No,14,3.0,3,1,,3,,0,0,0,1989,yes
1324,23,Yes,,6,3,life_sciences,3,0,4,1,laboratory_technician,1,,2683.0,3445,1,Yes,21,4.0,3,2,1.0,2,3.0,0,0,0,2000,no
1325,24,No,,9,3,life_sciences,3,0,2,1,laboratory_technician,2,divorced,2694.0,26551,1,No,11,3.0,3,3,,4,3.0,1,0,0,1999,no
1326,29,Yes,travel_rarely,1,2,life_sciences,2,1,2,1,laboratory_technician,1,married,2683.0,6689,1,,11,3.0,4,1,1.0,1,3.0,1,0,0,1994,yes
1327,40,No,travel_frequently,16,4,medical,1,0,2,2,laboratory_technician,3,,5094.0,11983,6,No,14,3.0,4,0,10.0,6,3.0,1,0,0,1983,yes
1328,30,No,travel_rarely,2,3,,3,1,2,2,manufacturing_director,4,single,5304.0,20234,5,,24,4.0,2,0,12.0,4,2.0,0,0,0,1993,yes
1329,45,No,,2,3,,2,1,2,1,research_scientist,3,,2274.0,6153,1,No,14,3.0,4,0,1.0,3,3.0,1,0,0,1978,yes
1330,27,No,,3,3,medical,4,0,3,1,research_scientist,4,married,2683.0,16571,1,,11,3.0,3,3,0.0,6,2.0,0,0,0,1996,yes
1331,37,No,,16,4,marketing,4,0,2,2,sales_executive,3,,5304.0,24558,4,,19,,4,2,9.0,2,3.0,1,0,0,1986,yes
1332,32,No,,1,3,life_sciences,4,0,3,1,laboratory_technician,4,divorced,2314.0,9148,0,No,12,,2,1,4.0,2,3.0,3,0,2,1991,yes
1333,53,No,travel_rarely,8,3,marketing,1,0,3,4,sales_executive,4,married,15341.0,22789,5,,14,3.0,3,1,28.0,3,3.0,2,2,2,1970,yes
1334,37,No,,19,2,,19,0,3,3,sales_executive,2,single,10007.0,4814,1,Yes,13,3.0,4,0,,2,3.0,10,0,9,1986,no
1335,32,Yes,travel_rarely,25,4,,1,0,3,1,laboratory_technician,4,,2683.0,18016,1,,24,4.0,3,0,1.0,2,1.0,1,0,1,1991,yes
1336,58,Yes,travel_frequently,2,1,,4,0,2,1,laboratory_technician,4,divorced,2380.0,13384,9,,14,3.0,4,1,3.0,3,2.0,1,0,0,1965,yes
1337,43,No,travel_rarely,8,3,,1,1,3,2,manufacturing_director,2,divorced,5304.0,23814,4,No,21,4.0,3,1,4.0,2,4.0,1,0,0,1980,no
1338,21,Yes,travel_rarely,18,1,other,4,1,3,1,research_scientist,4,single,2683.0,8870,1,No,19,,1,0,,3,2.0,1,0,0,2002,no
1339,34,No,,48,3,life_sciences,48,0,3,1,laboratory_technician,2,,2008.0,6896,1,No,14,3.0,2,2,1.0,3,3.0,1,1,0,1989,yes
